start	end	text
0	8920	So, it's just the three of us today, unfortunately. Lilith is AWOL. She's missing. I don't know
8920	13100	if Lilith got stuck back at work. She does work at like a smoothie store, so sometimes
13100	18480	you're just like, fuck, you gotta stay late. Shit happens. Who knows? Unfortunately-
18480	21440	What's a smoothie? The fucking smoothies must be made.
21440	22440	Yeah.
22440	24880	I would like a smoothie actually right now, fuck.
24880	28800	I've never liked smoothies. They're fucking chunky and yucky and whatnot.
28800	30800	Maybe you haven't had a good one. Maybe you haven't had a good one.
30800	33800	Really? You don't like smoothies?
33800	37280	Like chunky. Like what's chunky smoothie? Normally they're smooth.
37280	40280	Yeah, you really gotta like, you really gotta blend that shit, Arch.
40280	45500	In my country, smoothies are only made by like immigrants working at like minimum wage.
45500	49560	They don't really care. Like there's not even milk in there. Like it stopped being milk
49560	56520	a week ago. Now it's just like solidified yogurt with some bits of strawberries in it.
56520	60840	I mean, you're supposed to use a little bit of yogurt, like whatever the fuck it's called,
60840	65520	but like, I think you're smooth. If it's chunky, then they didn't make it right.
65520	69640	Yeah. Also you can just make your own, man. Just get some frozen fruit, get some milk.
69640	70640	A blender?
70640	71640	Yeah, exactly.
71640	74560	If I'm going to do that, I'm just going to eat the fruit.
74560	80080	But a smoothie, you can drink it. It quenches your thirst and fills the tumpee.
80080	84960	Yeah. And it's cold. You can have it on like a warm day. Wait, you're in Norway. There
84960	85960	are no warm days.
86400	89600	Put me down. Thanks. That's a brilliant idea.
89600	90600	Listen.
90600	91600	Minus 30 or something.
91600	92600	Well, wait.
92600	94600	I just minus 30 here too.
94600	97400	Yeah, it's actually very cold today.
97400	98400	Yeah.
98400	102440	My God, I wish I had something cold to drink.
102440	103440	Well-
103440	106440	What are you talking about? Like I go to Dairy Queen in the winter. If I'm driving by, I'm
106440	111820	like, oh, I want a fucking, one of them little chocolate shaky thingies.
111820	119180	In any case, in any case, Lilith isn't here. We are unfortunately on a pretty strict timetable,
119180	125180	so we have to go without her. I'm sure she'll be back next week. Hopefully, maybe.
125180	126180	Maybe doesn't even know.
126180	131580	Before we get started, I do want to point something out. I mentioned last episode, the
131580	138140	whole race baiting thing didn't really happen so much the same way that it happened with
138140	142580	Lord of the Rings, the Rings of Power or with Obi-Wan Kenobi hasn't really happened
142580	148740	here so much. I did finally find one instance of the race baiting, and it was, of course,
148740	152620	from marysue.com because why fucking wouldn't it be?
152620	158700	And they say, predictable as always, racists are mad about the new The Last of Us posters
158700	159700	and-
159700	160700	Am I?
160700	165460	Yeah. Wait, are you the people they're talking about here, Arch? So basically, this article
165460	170580	is trying to make the claim that because Joel's daughter was race swap, which we did
170580	177500	talk about last episode, people are angry and the fans are, this is fan backlash, it's
177500	181980	fan entitlement and it's all this other nonsense that we've heard a thousand times before.
181980	187820	However, when you talk about Kenobi or when you talk about the Rings of Power, there's
187820	193180	reasons here that they could have that point of view. They're not very good reasons, but
193180	197260	there's at least reasons. For this though, I haven't seen this at all. It's like they're
