start	end	text
0	13840	I was on top of the site making gold fans right in my pocket
13840	20880	I was making the vids that everyone wanted to see
20880	27840	When from out of nowhere like an RKO I lost my quality content
27840	34720	Now all of a sudden I'm on a downward spiral mentally
34720	42200	I had friends, lots of internet friends Now all those friendships are over
42200	48760	And I try to remind myself that it's never over
48760	56120	I had views and subscribers too But now I've lost it all
56120	62600	You can never get back up when all you can do is fall
62600	75120	I've been on a downward spiral mentally On a downward spiral mentally
75120	82760	I've been On a downward spiral mentally
82760	88280	And now I've lost it completely Holy fuck
