start	end	text
0	12320	Life is like a hurricane here in Gainesville Gonna get hit by a hurricane, we're gonna
12320	18960	get killed There's no evacuation from this situation
18960	27200	We're fucked here, ooh Hurricane Matthew is gonna shrek us, ooh
27200	33080	The swamp is getting turned into an ocean, oh yeah
33080	38480	Global warming couldn't come faster To accelerate this disaster
38480	47280	Our state is going underwater, ooh Guess we're gonna have to move to Georgia,
47280	54400	ooh Nevermind, I'd rather drown in sewage, ooh
54400	60160	Hurricane Matthew can suck my dick now, fuck you
60160	65960	The only thing that's for sure about inclement Is Hurricane Mega Faggot
65960	73080	SHUT UP!
